,0,1,2,3
69,4.1,Level 3,48:4b:aa:dc:2d:57,2019-12-13 13:22:02.553 UTC
70,4.1,Level 3,48:4b:aa:dc:2d:57,2019-12-13 13:22:02.55 UTC
71,4.1,Level 3,b8:27:eb:d5:29:27,2019-12-10 12:15:52.153 UTC
72,4.1,Level 3,58:20:59:72:30:91,2019-12-02 23:54:14.245 UTC
73,4.1,Level 3,1c:e6:2b:c1:83:a8,2019-12-19 18:31:05.855 UTC
74,4.1,Level 3,1c:e6:2b:c1:83:a8,2019-12-19 18:31:05.854 UTC
75,4.1,Level 3,aa:d8:58:f4:a8:b5,2019-12-29 06:40:58.33 UTC
76,4.1,Level 3,8c:45:00:2a:9f:37,2019-12-03 20:24:31.452 UTC
77,4.1,Level 3,0c:cb:85:c1:1f:63,2019-12-19 08:36:51.559 UTC
78,4.1,Level 3,d8:08:31:06:ff:46,2019-12-28 02:36:53.484 UTC
79,4.1,Level 3,f4:06:16:8f:13:0e,2019-12-27 21:45:39.327 UTC
80,4.1,Level 3,44:18:fd:08:4b:e1,2019-12-13 20:13:48.336 UTC
81,4.1,Level 3,44:18:fd:08:4b:e1,2019-12-13 20:13:48.335 UTC
82,4.1,Level 3,38:9a:f6:cb:d2:99,2019-12-17 08:32:25.96 UTC
83,4.1,Level 3,30:cb:f8:66:22:23,2019-12-05 15:18:43.947 UTC
84,4.1,Level 3,38:9a:f6:cb:d2:99,2019-12-17 08:32:27.651 UTC
85,4.1,Level 3,fc:ee:e6:0e:42:e8,2019-12-16 14:15:38.323 UTC
86,4.1,Level 3,dc:ef:ca:77:7c:f1,2019-12-08 11:14:09.545 UTC
87,4.1,Level 3,dc:ef:ca:77:7c:f1,2019-12-08 11:14:09.546 UTC
88,4.1,Level 3,30:07:4d:9c:2f:ab,2019-12-07 17:39:21.288 UTC
89,4.1,Level 3,30:07:4d:9c:2f:ab,2019-12-07 17:39:21.287 UTC
90,4.1,Level 3,30:07:4d:2c:34:ed,2019-12-10 20:19:07.203 UTC
91,4.1,Level 3,c8:d0:83:0d:c4:9c,2019-12-29 07:59:24.938 UTC
92,4.1,Level 3,9a:68:9f:60:6d:9f,2019-12-14 14:09:24.782 UTC
