,0,1,2,3
70,2.5,Level 3,48:4b:aa:88:19:0d,2019-12-18 09:24:52.879 UTC
71,2.5,Level 3,68:7d:6b:2e:30:5d,2019-12-23 17:53:09.47 UTC
72,2.5,Level 3,48:49:c7:9b:26:b0,2019-12-19 09:01:48.797 UTC
73,2.5,Level 3,a8:db:03:0c:02:26,2019-12-13 22:38:18.387 UTC
74,2.5,Level 3,fc:64:3a:49:f0:be,2019-12-26 23:21:49.844 UTC
75,2.5,Level 3,d0:77:14:e8:bf:e2,2019-12-06 22:52:45.849 UTC
76,2.5,Level 3,fa:35:4b:fe:c0:39,2019-12-05 20:08:33.019 UTC
77,2.5,Level 3,e8:e8:b7:94:69:df,2019-12-08 17:51:04.379 UTC
78,2.5,Level 3,a0:d7:95:44:78:01,2019-12-05 18:51:43.191 UTC
79,2.5,Level 3,a8:db:03:0c:02:26,2019-12-13 22:38:15.395 UTC
80,2.5,Level 3,fc:64:3a:53:55:b6,2019-12-22 20:58:48.122 UTC
81,2.5,Level 3,e8:e8:b7:94:69:df,2019-12-08 17:51:04.378 UTC
82,2.5,Level 3,d0:77:14:e8:bf:e2,2019-12-06 22:53:12.892 UTC
83,2.5,Level 3,d0:77:14:ec:2e:6e,2019-12-14 02:42:25.225 UTC
84,2.5,Level 3,da:22:fd:4d:4b:e6,2019-12-07 15:46:51.484 UTC
85,2.5,Level 3,cc:66:0a:76:40:6b,2019-12-10 02:35:05.197 UTC
86,2.5,Level 3,b0:c1:9e:fc:47:34,2019-12-18 15:05:05.406 UTC
87,2.5,Level 3,40:4e:36:20:9b:41,2019-12-26 16:24:10.041 UTC
88,2.5,Level 3,70:fd:46:a4:66:cc,2019-12-22 23:46:45.74 UTC
89,2.5,Level 3,70:fd:46:da:29:b6,2019-12-27 05:51:16.321 UTC
90,2.5,Level 3,4a:bb:b5:0e:9d:63,2019-12-21 18:35:16.234 UTC
91,2.5,Level 3,bc:67:78:c3:fa:d8,2019-12-20 08:34:30.795 UTC
92,2.5,Level 3,30:07:4d:c9:08:0d,2019-12-22 14:56:57.567 UTC
93,2.5,Level 3,5c:c9:d3:63:3c:b8,2019-12-20 16:22:19.76 UTC
94,2.5,Level 3,fc:64:3a:8f:7f:0a,2019-12-16 15:46:48.393 UTC
95,2.5,Level 3,00:05:9e:97:1d:a6,2019-12-21 18:53:25.443 UTC
96,2.5,Level 3,fc:64:3a:2c:9a:52,2019-12-28 11:55:36.545 UTC
97,2.5,Level 3,ca:fc:ba:79:51:2a,2019-12-03 05:32:27.071 UTC
98,2.5,Level 3,b4:c4:fc:fd:b7:06,2019-12-22 16:33:27.065 UTC
99,2.5,Level 3,a4:d9:31:d0:c9:2c,2019-12-07 20:51:16.602 UTC
100,2.5,Level 3,74:42:8b:a5:87:09,2019-12-01 11:45:49.152 UTC
101,2.5,Level 3,e0:33:8e:0f:d6:64,2019-12-21 18:07:14.819 UTC
102,2.5,Level 3,b4:c4:fc:fd:b7:06,2019-12-22 16:33:27.064 UTC
103,2.5,Level 3,c0:8c:71:37:7e:f1,2019-12-15 17:38:47.848 UTC
104,2.5,Level 3,e8:50:8b:3e:ca:5b,2019-12-25 02:54:05.187 UTC
105,2.5,Level 3,ac:84:c6:de:20:30,2019-12-11 05:39:03.226 UTC
106,2.5,Level 3,24:18:1d:4b:d0:bc,2019-12-11 01:13:31.29 UTC
107,2.5,Level 3,2c:0e:3d:89:e3:43,2019-12-16 07:23:53.511 UTC
108,2.5,Level 3,b0:c1:9e:fc:47:34,2019-12-18 15:05:05.415 UTC
109,2.5,Level 3,e0:33:8e:0f:d6:64,2019-12-21 18:07:15.162 UTC
110,2.5,Level 3,e8:e8:b7:5f:76:36,2019-12-26 15:37:04.525 UTC
111,2.5,Level 3,fc:64:3a:8f:7f:0a,2019-12-16 15:46:48.413 UTC
112,2.5,Level 3,c0:e8:62:76:85:bc,2019-12-27 22:08:44.175 UTC
113,2.5,Level 3,d4:63:c6:55:78:5e,2019-12-18 06:14:06.496 UTC
114,2.5,Level 3,dc:90:88:0a:39:5d,2019-12-15 01:01:43.273 UTC
115,2.5,Level 3,7c:8b:b5:26:da:df,2019-12-03 00:56:24.303 UTC
116,2.5,Level 3,4a:0c:16:52:2d:d8,2019-12-20 06:59:08.013 UTC
117,2.5,Level 3,5c:af:06:2f:56:ef,2019-12-05 19:42:25.004 UTC
118,2.5,Level 3,3a:e6:71:5d:19:a3,2019-12-04 15:24:19.152 UTC
119,2.5,Level 3,7c:01:91:86:22:92,2019-12-22 15:55:36.831 UTC
120,2.5,Level 3,08:8c:2c:22:0e:05,2019-12-16 11:13:36.196 UTC
121,2.5,Level 3,24:05:0f:5e:a3:34,2019-12-17 18:49:02.721 UTC
122,2.5,Level 3,da:7d:c9:eb:a2:2e,2019-12-04 17:48:22.541 UTC
123,2.5,Level 3,ac:cf:5c:44:cd:9a,2019-12-13 04:52:17.999 UTC
124,2.5,Level 3,fc:64:3a:ff:24:b4,2019-12-27 23:36:49.397 UTC
